OBJECTID,DISTRICTID,STFIPS,CDFIPS,State,Party,Congressional District Code,OBJECTID,CD,Incumbent,Trump (2016 election),2018 Median Age,2018 Total Households,2018 Median Household Income,2018 Average Household Income,2018 Median Net Worth,2018 Average Net Worth,2018 Minority Population,2018 Total Housing Units,2018 Owner Occupied HUs,2018 Vacant Housing Units,2018 Renter Occupied HUs,2018 Median Home Value,2018 Average Home Value,Buying American is not important to me,Buying American is slightly important to me,Buying American is moderately important to me,Buying American is important to me,Helping to preserve nature is very important,Helping to preserve nature is not important,Helping to preserve nature is of avg importance,Govt shouldn`t focus more on environmental issues,Govt should focus slightly more on environ issues,Govt should focus somewhat more on environ issues,Govt should focus more on environmental issues,Am not interested in how to help the environment,Am slightly interested in how to help the environ,Am somewhat interested in how to help the environ,Am interested in how to help the environment,Global warming is not a serious threat,Global warming is a minor problem,Global warming is a problem,Global warming is a serious threat,Am not more environ conscious than most people,Am slightly more environ conscious than most,Am somewhat more environ conscious than most,Am more environ conscious than most people,Company`s environ record not important when buying,Company`s env rec slightly important when buying,Company`s env rec somewhat important when buying,Company`s environ record important when buying,Rarely pay more for environ safe product,Occasionally pay more for environ safe product,Frequently pay more for environ safe product,Usually pay more for environ safe product,Rarely value green products over convenience,Occasionally value green products over convenience,Frequently value green products over convenience,Usually value green products over convenience,Rarely buy natural products for environ concern,Occasionally buy natural prods for environ concern,Frequently buy natural prods for environ concern,Usually buy natural products for environ concern,HH is better now financially than last 12 months,HH is about the same financially than last 12 mo,HH is worse now financially than last 12 months,HH will be better financially in next 12 months,HH will be about the same financially next 12 mo,HH will be worse financially in next 12 months,2018 Education: < 9th Grade,2018 Education: High School/No Diploma,2018 Education: High School Diploma,2018 Education: GED,2018 Education: Some College/No Degree,2018 Education: Associate's Degree,2018 Education: Bachelor's Degree,2018 Education: Grad/Professional Degree,2018 Educational Attainment Base,2018 Civ Pop 16+/Labor Force,2018 Employed Civilian Pop 16+,2018 Emp 16+ by Industry Base,2018 Industry: Agriculture,2018 Industry: Mining,2018 Industry: Construction,2018 Industry: Manufacturing,2018 Industry: Wholesale Trade,2018 Industry: Retail Trade,2018 Industry: Transportation,2018 Industry: Utilities,2018 Industry: Information,2018 Industry: Finance/Insurance,2018 Industry: Real Estate,2018 Industry: Professional/Tech Svcs,2018 Industry: Management,2018 Industry: Admin/Waste Mgmt,2018 Industry: Educational Services,2018 Industry: Health Care,2018 Industry: Arts/Entertainment/Rec,2018 Industry: Accommodation/Food Svcs,2018 Industry: Other Services,2018 Industry: Public Administration,2018 Unemployed Population 16+,2018 Unemployment Rate,2018 Emp 16+ Occupation Base,2018 Occupation: Management,2018 Occupation: Business/Financial,2018 Occupation: Computer/Mathmatical,2018 Occupation: Architecture/Engineer,2018 Occupation: Life/Social Sciences,2018 Occupation: Social Service,2018 Occupation: Legal,2018 Occupation: Education/Library,2018 Occupation: Arts/Entertainment/Rec,2018 Occupation: Health Practices,2018 Occupation: Health Support,2018 Occupation: Protective Service,2018 Occupation: Food Preperation,2018 Occupation: Building Maintenance,2018 Occupation: Personal Care,2018 Occupation: Sales,2018 Occupation: Office/Admin,2018 Occupation: Farm/Fish/Forestry,2018 Occupation: Construction/Extraction,2018 Occupation: Maintenance/Repair,2018 Occupation: Production,2018 Occupation: Transportation/Moving,2018 Generation Alpha Population,2018 Generation Z Population,2018 Millennial Population,2018 Generation X Population,2018 Baby Boomer Population,2018 Silent & Greatest Generations Population,Govt should focus slightly more on environ issues : Percentage,Govt should focus somewhat more on environ issues : Percentage,Govt should focus more on environmental issues : Percentage,Am not interested in how to help the environment : Percentage,Am slightly interested in how to help the environ : Percentage,Am somewhat interested in how to help the environ : Percentage,Am interested in how to help the environment : Percentage,Global warming is not a serious threat : Percentage,Global warming is a minor problem : Percentage,Global warming is a problem : Percentage,Global warming is a serious threat : Percentage,Am not more environ conscious than most people : Percentage,Am slightly more environ conscious than most : Percentage,Am somewhat more environ conscious than most : Percentage,Am more environ conscious than most people : Percentage,Company`s environ record not important when buying : Percentage,Company`s env rec slightly important when buying : Percentage,Company`s env rec somewhat important when buying : Percentage,Company`s environ record important when buying : Percentage,Rarely pay more for environ safe product : Percentage,Occasionally pay more for environ safe product : Percentage,Frequently pay more for environ safe product : Percentage,Usually pay more for environ safe product : Percentage,Rarely value green products over convenience : Percentage,Occasionally value green products over convenience : Percentage,Frequently value green products over convenience : Percentage,Usually value green products over convenience : Percentage,Rarely buy natural products for environ concern : Percentage,Occasionally buy natural prods for environ concern : Percentage,Frequently buy natural prods for environ concern : Percentage,Usually buy natural products for environ concern : Percentage,HH is better now financially than last 12 months : Percentage,HH is about the same financially than last 12 mo : Percentage,HH is worse now financially than last 12 months : Percentage,HH will be better financially in next 12 months : Percentage,HH will be about the same financially next 12 mo : Percentage,HH will be worse financially in next 12 months : Percentage,2018 Education: < 9th Grade : Percentage,2018 Education: High School/No Diploma : Percentage,2018 Education: High School Diploma : Percentage,2018 Education: GED : Percentage,2018 Education: Some College/No Degree : Percentage,2018 Education: Associate's Degree : Percentage,2018 Education: Bachelor's Degree : Percentage,2018 Education: Grad/Professional Degree : Percentage,2018 Employed Civilian Pop 16+ : Percentage,2018 Industry: Agriculture : Percentage,2018 Industry: Mining : Percentage,2018 Industry: Construction : Percentage,2018 Industry: Manufacturing : Percentage,2018 Industry: Wholesale Trade : Percentage,2018 Industry: Retail Trade : Percentage,2018 Industry: Transportation : Percentage,2018 Industry: Utilities : Percentage,2018 Industry: Information : Percentage,2018 Industry: Finance/Insurance : Percentage,2018 Industry: Real Estate : Percentage,2018 Industry: Professional/Tech Svcs : Percentage,2018 Industry: Management : Percentage,2018 Industry: Admin/Waste Mgmt : Percentage,2018 Industry: Educational Services : Percentage,2018 Industry: Health Care : Percentage,2018 Industry: Arts/Entertainment/Rec : Percentage,2018 Industry: Accommodation/Food Svcs : Percentage,2018 Industry: Other Services : Percentage,2018 Industry: Public Administration : Percentage,2018 Unemployed Population 16+ : Percentage,2018 Occupation: Management : Percentage,2018 Occupation: Business/Financial : Percentage,2018 Occupation: Computer/Mathmatical : Percentage,2018 Occupation: Architecture/Engineer : Percentage,2018 Occupation: Life/Social Sciences : Percentage,2018 Occupation: Social Service : Percentage,2018 Occupation: Legal : Percentage,2018 Occupation: Education/Library : Percentage,2018 Occupation: Arts/Entertainment/Rec : Percentage,2018 Occupation: Health Practices : Percentage,2018 Occupation: Health Support : Percentage,2018 Occupation: Protective Service : Percentage,2018 Occupation: Food Preperation : Percentage,2018 Occupation: Building Maintenance : Percentage,2018 Occupation: Personal Care : Percentage,2018 Occupation: Sales : Percentage,2018 Occupation: Office/Admin : Percentage,2018 Occupation: Farm/Fish/Forestry : Percentage,2018 Occupation: Construction/Extraction : Percentage,2018 Occupation: Maintenance/Repair : Percentage,2018 Occupation: Production : Percentage,2018 Occupation: Transportation/Moving : Percentage,2018 Generation Alpha Population : Percentage,2018 Generation Z Population : Percentage,2018 Millennial Population : Percentage,2018 Generation X Population : Percentage,2018 Baby Boomer Population : Percentage,2018 Silent & Greatest Generations Population : Percentage,Education - Did not Finish High School (%),Education - High School Degree or GED (%),Education - College Degree (%),2018 Industry - Blue Collar,Congressional District Code
1,101,1,1,AL,Republican,AL-01,2,AL-01,"Byrne, Bradley",63.5,39.9,282245,48449,66561,80632,583756,254544,349218,193257,66973,88988,151429,195739,44013,62934,199459,259458,371045,72749,122052,40738,99131,253680,172393,46635,147553,277483,94165,73292,120381,197663,174668,85246,223649,199195,57753,90410,200186,212250,62982,91208,163418,235612,75605,97803,187061,217418,63548,95508,174874,229211,66290,154698,305932,105243,227952,282675,55195,18131,47735,136880,25637,108557,44317,79604,43033,503894,328337,309813,309813,3566,972,22989,36581,8389,38798,13163,4216,4123,10025,7726,17277,39,14238,24695,43956,4780,26290,15035,12955,18524,5.6,309813,25368,10942,4422,6202,1464,4102,2672,16650,3614,21216,7438,6380,19706,14322,8433,36085,42952,1642,18927,12543,22887,21846,17212,161254,168270,143010,174500,62354,17.51873707,44.83111457,30.4658244,8.241481505,26.07602274,49.03765439,16.64113018,12.95238903,21.27410282,34.931617,30.86786944,15.0649369,39.52394333,35.20235678,10.20628887,15.97753496,35.37748937,37.50947678,11.13037393,16.11855999,28.87973463,41.63808171,13.36114955,17.2840488,33.05799875,38.42278173,11.2303992,16.8784693,30.9042744,40.50687718,11.71497392,27.33870925,54.0652497,18.59886862,40.2843828,49.9552007,9.754231193,3.598177394,9.473222543,27.16444332,5.087776397,21.5436183,8.794905278,15.79776699,8.540089781,94.35823559,1.151016904,0.313737642,7.420282558,11.80744514,2.707762424,12.52303809,4.248691953,1.360820882,1.330802775,3.2358229,2.493762366,5.576589749,0.012588239,4.595675456,7.970937307,14.18791335,1.542866181,8.485763993,4.852927411,4.18155468,5.641764407,8.188165119,3.531807897,1.427312605,2.001852731,0.472543115,1.324024492,0.862455739,5.374209604,1.166510121,6.848001859,2.400803065,2.059306743,6.360611078,4.622788585,2.72196454,11.64734856,13.8638469,0.529997127,6.109169079,4.048571235,7.387359472,7.051350331,2.368841178,22.19295348,23.15854666,19.68208092,24.01596477,8.581612992,13.07139994,32.25221971,33.13276205,20.69248224,AL-01
2,102,1,2,AL,Republican,AL-02,3,AL-02,"Roby, Martha",64.9,38.9,273016,44959,62049,61782,492822,267043,316915,179685,43899,93331,132005,168345,42164,60073,190910,250103,352766,71938,117266,40152,97656,241913,163373,46324,141258,264503,91299,71971,117332,190664,163190,84492,214759,189612,54659,88062,191856,201578,61491,91001,156492,223299,72140,95149,178213,209459,60034,95731,166215,219447,61694,148449,291274,103338,220476,271596,52394,24156,51452,123623,28408,103049,40443,67183,42394,480708,314393,298753,298753,5148,664,17733,37721,8246,35966,13791,3915,2976,10898,3905,13642,25,11794,24987,38380,5027,22387,15890,25658,15640,5,298753,25245,11037,5426,3431,1526,4758,2823,17259,3281,16639,7145,8495,17355,12788,9597,31728,42054,2098,14648,13727,25579,22114,16392,152631,171135,138843,159211,56826,17.9597902,44.48991077,30.04571971,8.519387658,25.97857831,48.64440881,16.79068245,13.23609466,21.57837822,35.06477265,30.01206441,15.53881577,39.49605332,34.87130068,10.05226686,16.19536991,35.28399185,37.07195245,11.30873125,16.73587765,28.78024379,41.06663381,13.26717524,17.49873103,32.77492515,38.52133709,11.04077624,17.60576591,30.5683883,40.35821741,11.34606472,27.30106593,53.56782922,19.00475956,40.54745948,49.94887338,9.635713603,5.025087995,10.70337918,25.7168593,5.909616649,21.43692221,8.413215507,13.97584396,8.819075197,95.02533453,1.723162613,0.222257182,5.935672612,12.62614936,2.760139647,12.03870756,4.616187955,1.310447092,0.996140625,3.647829478,1.307099845,4.566313978,0.008368117,3.947742784,8.363765385,12.84673292,1.682660927,7.493481237,5.318775042,8.58836564,4.974665466,8.45012435,3.694356207,1.816216071,1.14844035,0.51078985,1.59261999,0.94492775,5.777013118,1.09823165,5.569483821,2.391607783,2.843486091,5.809146686,4.280459108,3.212352679,10.6201444,14.07651137,0.702252362,4.903046999,4.594765576,8.561922391,7.402101401,2.358432201,21.96009427,24.62239475,19.97631784,22.9068051,8.175955847,15.72846718,31.62647595,31.20813467,20.50724177,AL-02
3,103,1,3,AL,Republican,AL-03,4,AL-03,"Rogers, Mike",65.3,38.6,285767,43754,61364,66213,487769,239695,336994,193604,51227,92163,134679,177671,43039,63747,200781,261442,370554,75539,122943,43026,103036,253037,169965,48914,148065,278802,93224,75052,122999,199561,171432,89627,226054,196151,57202,93592,201151,209095,65178,94934,166914,232692,74479,100536,186950,218052,63474,100614,173404,231378,63671,151576,310219,107252,227050,287161,54789,25144,53930,123575,28246,108221,39716,64693,45748,489273,324353,304322,304322,2869,329,19262,49981,6300,34436,9828,3979,3593,12584,4693,12366,30,12352,33088,38968,3236,23515,14483,18430,20031,6.2,304322,25632,10337,5148,4444,1837,5100,2238,20348,3362,17901,6778,6914,16464,13064,9039,31020,39868,1261,15607,13575,33134,21251,16240,159031,180328,143072,167603,55972,18.10679629,44.46687965,29.86841134,8.595790147,26.01986483,48.99463312,16.38250686,13.18909192,21.61494853,35.06939685,30.12621124,15.75039628,39.72508374,34.47014828,10.05226291,16.4471765,35.34881187,36.74483258,11.45390707,16.68300981,29.33225082,40.89159752,13.08839707,17.66746449,32.85323155,38.31887053,11.15445851,17.68117165,30.47275616,40.66068472,11.18907786,26.6368624,54.51562791,18.84768542,39.90011352,50.46358291,9.628219863,5.139053248,11.0224762,25.25686069,5.773055125,22.11873535,8.117349619,13.22227059,9.350199173,93.82432103,0.942751428,0.108109174,6.329479959,16.42372224,2.070175669,11.31564593,3.229474044,1.307496665,1.18065733,4.135093749,1.542116574,4.063459099,0.009857979,4.058858709,10.87269405,12.80485801,1.063347375,7.727012835,4.759103844,6.056085331,6.175678967,8.42265758,3.396731094,1.691629261,1.460295345,0.603636937,1.675856494,0.735405262,6.686338812,1.104750889,5.882256294,2.227246141,2.271935647,5.410059082,4.292821419,2.970209186,10.19315068,13.10059739,0.414363733,5.128449471,4.460735668,10.88780962,6.983063991,2.248541356,22.01895199,24.9676703,19.80931705,23.20580522,7.749714086,16.16152945,31.02991581,30.68981939,23.8040628,AL-03
4,104,1,4,AL,Republican,AL-04,5,AL-04,"Aderholt, Rob",80.4,41.6,277000,41073,57814,72324,472240,116958,321812,200924,44812,76076,118990,163531,40218,51250,183556,271766,352905,73276,120525,41197,102363,245728,157528,51146,143427,266614,85517,78113,118133,192424,158201,95418,213505,187389,50379,91824,194270,203391,57217,96567,158882,222920,68329,99772,179236,212343,55355,103918,168067,218524,56235,134609,303784,108347,203707,286475,56496,35772,59754,133434,32271,104792,43901,51004,32574,493502,300998,286528,286528,5105,1593,20661,56471,7947,33604,10978,4666,3163,8692,3454,10438,17,9431,24064,39806,2790,17701,14769,11178,14470,4.8,286528,20167,7921,2218,3946,943,4459,1625,15468,2249,20035,6391,5526,13798,13361,8695,28248,34958,2249,18712,13354,35567,26638,15736,149785,152030,142132,172670,64392,18.72235899,44.94405039,28.81212711,9.354686488,26.2330313,48.76413372,15.64119823,14.2869946,21.60671761,35.1946622,28.9352199,17.45210721,39.05041135,34.27375252,9.214400942,16.79475877,35.5322986,37.20054432,10.46508225,17.66226118,29.05977591,40.77243014,12.4974851,18.24846088,32.78255557,38.83787966,10.12451943,19.00677102,30.73972733,39.9683946,10.28547286,24.62020478,55.56258711,19.81684231,37.25834123,52.39674289,10.33321018,7.248602843,12.10815762,27.0381883,6.539183225,21.23436177,8.895809946,10.33511516,6.600581153,95.19265909,1.781675787,0.555966607,7.210813603,19.70871957,2.773550927,11.72799866,3.831388206,1.62846214,1.103906075,3.03356042,1.20546683,3.64292495,0.005933103,3.291475877,8.398481126,13.89253406,0.973726826,6.177755752,5.154470069,3.901189413,4.807340913,7.038404624,2.76447677,0.774095376,1.377177798,0.329112687,1.556217891,0.5671348,5.398425285,0.784914563,6.992335828,2.230497543,1.928607326,4.815585213,4.663069578,3.034607438,9.858722359,12.20055283,0.784914563,6.530600849,4.660626536,12.4130975,9.296822649,2.258502034,21.49782202,21.82003459,20.39942877,24.78238093,9.24183166,19.35676046,33.57737152,25.83150626,29.25717556,AL-04
5,105,1,5,AL,Republican,AL-05,6,AL-05,"Brooks, Mo",64.7,39.9,292109,54483,75791,103735,728817,201155,324468,199297,32359,92812,160654,200452,42211,64780,209730,255934,379754,71053,121339,41432,101909,259548,169835,47269,149699,282488,93243,75342,120829,198026,178717,85843,226480,202513,57895,89972,205067,215715,61765,92366,166591,239421,74132,99689,192184,220220,60395,93812,176895,234752,67126,161431,308114,103026,230987,287922,54177,21725,42667,107250,27464,105195,41186,100244,61278,507009,356692,338207,338207,3143,312,21150,50854,6345,36700,8758,5303,5797,9615,5021,37504,78,14266,27563,39242,4492,23858,16444,21762,18485,5.2,338207,30368,17110,14052,16590,2027,4690,1966,18182,4959,18908,6003,5951,18816,14509,9908,34118,42704,1242,16410,11647,28329,19718,15965,156942,172074,149896,171011,60105,17.80029449,45.33486576,29.66482857,8.256406405,26.1477032,49.34176167,16.28661707,13.15987585,21.10502294,34.5889089,31.21623439,14.99407,39.55892705,35.37264656,10.11243413,15.71527633,35.81874997,37.6786204,10.78840131,16.13343278,29.09820388,41.8193124,12.94852693,17.41253037,33.56849539,38.46550209,10.54910544,16.38600346,30.89798834,41.00378507,11.72479926,28.19691431,53.81781724,17.99539923,40.34615808,50.29091042,9.46301656,4.284933798,8.415432468,21.15347065,5.416866367,20.7481524,8.123327199,19.77164113,12.08617599,94.81765781,0.929312522,0.092251195,6.253566603,15.03635348,1.876069981,10.85134252,2.58953836,1.567974643,1.714039035,2.84293347,1.484593755,11.08906675,0.023062799,4.218126769,8.149742613,11.60295322,1.32818067,7.054259669,4.862111074,6.43452087,5.182342189,8.97911634,5.059031895,4.15485191,4.905279903,0.599337092,1.386724698,0.581300801,5.37599754,1.466261786,5.590658975,1.774948478,1.759573279,5.5634567,4.289976257,2.929566804,10.08790474,12.62658668,0.36723072,4.852058059,3.443748947,8.376231125,5.830157271,2.199057016,21.61756381,23.70188142,20.64703103,23.55546128,8.279005445,12.70036627,26.57033702,39.98114432,22.3114838,AL-05
6,106,1,6,AL,Republican,AL-06,7,AL-06,"Palmer, Gary",70.8,39.3,277615,63931,89091,152489,915997,167493,307039,205680,29424,71935,192186,249284,40143,64596,212321,238254,374941,65522,114838,38619,100768,247988,167962,43940,142715,275282,93389,70949,117483,190210,176732,77833,218836,200224,58416,84392,200732,210202,59964,85006,161542,234527,74230,94206,188454,214249,58386,87980,168828,230346,68175,161923,298117,95273,225649,277248,52388,16039,34402,104441,18621,103202,38437,109886,71968,496996,349317,336774,336774,1591,1146,22529,31686,10811,36344,10450,8235,7326,26047,6475,27464,160,11554,29864,48050,4722,20224,18437,13659,12543,3.6,336774,36702,20865,9641,5975,2218,5737,5944,20517,5562,26472,5084,6913,15386,9857,9684,40052,45036,955,16232,11678,18388,17876,16359,159840,168135,152298,161744,56185,18.14472492,44.65379927,30.24396919,7.912027759,25.69788442,49.56847577,16.81603005,12.77538592,21.15450062,34.25004096,31.82313359,14.01494894,39.40456319,36.05320542,10.51863936,15.19599105,36.14467811,37.84988755,10.79737898,15.30655056,29.08795604,42.22995299,13.36617707,16.96314263,33.93384796,38.57860799,10.51323743,15.84206195,30.39990493,41.47710392,12.2758874,29.15656055,53.68024532,17.15527129,40.63134164,49.9224823,9.43321143,3.227188951,6.9219873,21.01445484,3.746710235,20.76515706,7.733865061,22.1100371,14.48059944,96.40927868,0.472423643,0.340287552,6.689649438,9.408683568,3.21016468,10.79180697,3.102971132,2.445260026,2.175346078,7.734266897,1.922654362,8.155023844,0.047509606,3.430787412,8.867667932,14.26772851,1.402127243,6.005214179,5.474591269,4.055835664,3.590721322,10.89810971,6.195549538,2.862750687,1.774186843,0.658601911,1.703516305,1.764981857,6.092216145,1.651552673,7.860464288,1.509617726,2.052711908,4.568642472,2.926888655,2.875518894,11.89284208,13.37276631,0.28357296,4.819849513,3.467607357,5.460041452,5.308010713,2.289377674,22.368979,23.5298316,21.31350577,22.6354363,7.86286965,10.14917625,24.76116508,44.32450161,16.9110442,AL-06
7,107,1,7,AL,Democrat,AL-07,8,AL-07,"Sewell, Terri",28.6,36.5,281267,35563,51096,24042,308458,480214,338491,158712,57224,122555,103562,139303,54426,75796,195453,231003,355943,78596,122177,41127,93756,238507,183617,46733,142598,266104,101212,63204,114300,197832,181914,79155,217454,195849,64296,86905,191981,208347,69424,87277,158416,224390,86665,90477,174052,216696,75437,92960,169894,222916,70976,154073,298818,103842,246451,260954,49272,20040,53166,131486,21808,106197,37589,61880,35446,467612,299870,277003,277003,2973,905,15427,34953,6147,30556,11586,3827,3678,11535,3322,9966,47,13152,26761,46262,4143,25426,13985,12352,22867,7.6,277003,18525,9284,3724,3026,1730,4649,2108,14788,2883,16664,10150,6477,18430,16561,9370,26787,39722,1194,13499,8526,24095,24811,17168,161317,189858,129462,157088,54263,16.84038848,42.84046392,32.98115973,8.39414944,25.61335506,47.79741815,18.17963009,11.35265917,20.53048768,35.53444829,32.67526804,14.21776686,39.05893849,35.17826319,11.54880347,15.60981655,34.48349568,37.42314539,12.46989131,15.67663494,28.45457338,40.30477805,15.56670792,16.25141675,31.26310098,38.92278705,13.54994225,16.69741151,30.51624387,40.04001918,12.74866049,27.67448669,53.67348442,18.65202889,44.26735976,46.87237868,8.85020288,4.285604304,11.36968256,28.11861116,4.663695542,22.71049503,8.038502006,13.23319333,7.580216077,92.37436222,1.073273575,0.326711263,5.569253763,12.61827489,2.21910954,11.03092746,4.182626181,1.381573485,1.327783454,4.164214828,1.19926499,3.59779497,0.016967325,4.747963018,9.6609062,16.70090216,1.495651672,9.178961961,5.048681783,4.459157482,7.625637776,6.687653202,3.35158825,1.344389772,1.092406941,0.624541972,1.678321173,0.761002588,5.33857034,1.040782952,6.015819323,3.664220243,2.338241824,6.653357545,5.97863561,3.382634845,9.67029238,14.3399169,0.431042263,4.87323242,3.077945004,8.69846175,8.956942705,2.420905978,22.74774521,26.77238859,18.25578575,22.15140251,7.651771966,15.65528686,32.7823067,28.85191141,19.58751349,AL-07
8,200,2,0,AK,Republican,AK-00,1,AK-00,"Young, Don",52.8,35,268634,76450,96261,131494,792338,288282,319442,169442,50808,99192,279442,309363,41008,71847,222666,227067,381888,62833,112469,37517,95620,257517,170833,41747,139534,282953,98655,65817,114475,194914,186676,73097,224483,202687,63040,80936,201500,215271,63557,84664,161093,236438,78824,93256,194996,211273,61173,83171,173029,233805,71501,178712,289842,92847,249286,267445,50482,9966,22486,108422,27544,130838,42465,94754,53122,489597,387478,360313,360313,7213,7501,26110,12503,7293,38369,24531,5234,7192,7846,5290,18473,379,11225,33566,53554,6589,26012,15740,45693,27165,7,360313,36030,14433,5629,7117,4885,8670,2763,22955,6618,21074,6882,9930,22087,12109,17393,28368,48349,4425,25051,15731,14589,25225,21468,179537,203020,145744,161656,34032,16.97530042,45.71667474,30.32777136,7.411293315,24.77129857,50.23229639,17.51410022,11.68441067,20.32260527,34.60284153,33.14035957,12.97682007,39.85218955,35.98277261,11.19141329,14.36846805,35.77204597,38.21679458,11.28319566,15.03029528,28.59864119,41.97454593,13.9935273,16.55562242,34.61739888,37.50703458,10.85996709,14.76524484,30.71762452,41.50711269,12.69348416,31.72652049,51.45529204,16.48301316,44.25543549,47.47918031,8.962007069,2.035551688,4.5927569,22.14515203,5.625851466,26.72361146,8.673460009,19.35346826,10.85014818,92.98927939,2.001870596,2.081801101,7.246477368,3.47003855,2.024073514,10.64879702,6.808247274,1.452625911,1.99604233,2.177551185,1.468167954,5.126931307,0.105186324,3.115346934,9.315789328,14.86318839,1.828687835,7.219278794,4.36842412,12.68147416,7.010720609,9.999639203,4.005683947,1.562252819,1.975227094,1.355765682,2.40624124,0.766833281,6.370849789,1.836736393,5.848803679,1.910006023,2.755937199,6.129948128,3.360689179,4.827191914,7.873154729,13.41861104,1.228098903,6.952566241,4.365926292,4.048979637,7.000857588,2.879844176,24.08415241,27.23430057,19.55096002,21.68548957,4.565253261,6.628308588,27.7710035,38.87707645,14.80018761,AK-00
9,401,4,1,AZ,Democrat,AZ-01,13,AZ-01,"O'Halleran, Tom",47.7,37.4,255370,50248,66566,87155,760881,374592,338869,177692,83499,77678,182130,236281,41746,61918,195709,246004,368557,66654,110193,40831,93876,236064,174584,44774,135645,265548,99381,67516,112391,186601,178922,80040,211914,192547,60860,84038,187338,207139,66921,86926,152484,228301,77701,91684,181500,206417,65734,88998,161716,226561,68167,148741,295341,101307,218901,274625,51839,25981,41646,104713,21803,126831,41434,69977,46351,478736,309895,286997,286997,6618,4418,19990,17705,3933,32389,10932,4222,3411,7386,5432,11445,495,11079,33050,39853,9874,30235,13423,21107,22898,7.4,286997,22366,8918,4124,4359,3699,5825,1853,19220,4706,16327,5565,11393,21286,14661,13402,26846,36797,4388,17369,11813,13630,18450,19930,178925,171271,127571,173094,58149,16.97883885,42.69560499,31.57605354,8.098028577,24.53336951,48.02821487,17.9744981,12.21124977,20.32754567,33.74950262,32.36064388,14.47639718,38.32772653,34.82492313,11.00741545,15.19949358,33.88279978,37.46409839,12.10363538,15.72183035,27.57894737,41.29155363,14.05335504,16.58238379,32.82691264,37.3335142,11.88894918,16.09658166,29.24868873,40.97684934,12.32899258,26.90197142,53.41671188,18.32284319,39.59142702,49.66992223,9.375836498,5.426999432,8.699157782,21.87280672,4.554284616,26.49288961,8.654874503,14.61703319,9.681954146,92.61104568,2.305947449,1.539388913,6.965229602,6.169054032,1.3703976,11.28548382,3.80909905,1.471095517,1.188514166,2.573546065,1.892702711,3.987846563,0.17247567,3.860319097,11.51579982,13.88620787,3.440454081,10.53495333,4.677052373,7.354432276,7.388954323,7.79311282,3.107349554,1.436948818,1.518831207,1.288863647,2.02963794,0.645651348,6.696934114,1.639738394,5.68890964,1.939044659,3.969727907,7.416802266,5.108415767,4.669735224,9.354104747,12.82138838,1.528935843,6.051979637,4.1160709,4.749178563,6.428638627,2.73410706,24.54591599,23.49589815,17.50089171,23.74598732,7.97719977,14.12615721,26.42709134,32.95386184,16.97962,AZ-01
10,402,4,2,AZ,Republican,AZ-02,14,AZ-02,"McSally, Martha",44.7,41.5,312884,51761,72104,89019,864112,299988,357895,193120,45011,119764,211514,261895,44835,74245,226923,248412,408096,66740,117572,41468,100706,260967,191024,45188,149208,289801,110391,72506,119547,199092,203258,82608,230712,213320,68117,87020,208194,230889,67905,91043,164276,255632,82946,99258,200004,227760,66726,90480,179428,247887,76302,173270,317281,103510,246453,293729,56075,18170,29392,89702,19455,142894,49011,105270,78420,532314,345914,325917,325917,2539,1274,17684,20623,5657,37053,10462,3028,4532,12251,7926,23780,238,18132,33319,50171,8117,28573,17634,22924,19997,5.8,325917,28022,13570,10487,8122,3719,6173,3139,22461,6429,22960,6790,12158,21984,12661,14950,35326,44904,1353,13451,12465,10401,14392,16609,148276,178715,134152,185448,82325,16.84427086,43.64982061,31.95102573,7.558228028,24.95680463,48.47264851,18.46420178,12.12748697,19.99565119,33.30049426,33.99730708,13.81716608,38.58931364,35.68029572,11.39337476,14.55512532,34.82291153,38.61891899,11.35791525,15.2280197,27.47710604,42.7574787,13.87370058,16.60207572,33.45303706,38.09555669,11.16071354,15.13385129,30.01145744,41.46203574,12.76241292,28.98145903,53.06900387,17.31327306,41.22218227,49.12965302,9.379207681,3.413398859,5.521553068,16.85133211,3.654797732,26.84393046,9.207159684,19.77592173,14.73190636,94.21908336,0.779032699,0.390897069,5.425921324,6.327684656,1.73571799,11.36884544,3.210019729,0.929070898,1.390538082,3.758932489,2.43190751,7.296336184,0.073024727,5.563379633,10.22315498,15.39379658,2.490511388,8.766956004,5.410579994,7.033692627,5.780916644,8.597894556,4.163636754,3.217690394,2.492045521,1.141088068,1.894040507,0.963128649,6.891631919,1.972588113,7.044738384,2.08335251,3.730397617,6.745275638,3.884731389,4.587057441,10.83895593,13.77774096,0.415136369,4.127124391,3.824593378,3.191303307,4.415848207,2.227826029,19.88880319,23.9716978,17.99429932,24.87481976,11.0425539,8.934951927,20.50612984,43.71498777,12.92353575,AZ-02
